customer_id,purchase_date,amount
CUST0163,2025-02-12,107.97
CUST0163,2022-03-12,144.55
CUST0163,2023-08-26,30.79
CUST0163,2022-02-11,2.12
CUST0164,2023-06-05,23.03
CUST0164,2020-12-23,12.94
CUST0164,2024-01-25,95.45
CUST0164,2023-06-25,149.0
CUST0164,2024-10-24,103.26
CUST0165,2023-07-02,391.05
CUST0165,2024-04-20,92.1
CUST0165,2023-11-11,87.33
CUST0165,2023-11-08,137.86
CUST0166,2024-08-29,46.55
CUST0166,2024-06-13,56.58
CUST0166,2025-03-12,57.88
CUST0166,2025-03-30,94.92
CUST0166,2024-05-24,286.6
CUST0167,2024-04-22,217.97
CUST0167,2023-10-05,103.79
CUST0168,2022-09-27,106.76
CUST0168,2023-11-06,19.53
CUST0168,2024-12-29,78.75
CUST0168,2023-08-27,417.79
CUST0168,2022-05-18,277.08
CUST0168,2023-03-15,4.41
CUST0168,2022-08-03,18.01
CUST0168,2024-01-01,14.13
CUST0168,2023-12-28,129.46
CUST0168,2024-11-22,170.26
CUST0169,2024-08-11,83.25
CUST0169,2025-01-30,116.76
CUST0169,2023-12-22,206.61
CUST0169,2023-10-06,101.14
CUST0169,2024-10-30,143.18
CUST0169,2024-10-27,17.44
CUST0169,2025-04-15,61.91
CUST0170,2023-03-18,129.63
CUST0171,2022-06-24,80.99
CUST0171,2023-03-28,132.08
CUST0171,2021-10-10,95.71
CUST0171,2022-01-18,20.83
CUST0172,2023-04-17,143.13
CUST0172,2023-09-13,3.59
CUST0172,2024-06-28,136.94
CUST0173,2024-11-28,36.47
CUST0173,2024-12-19,209.27
CUST0173,2024-11-30,560.87
CUST0173,2025-03-11,45.94
CUST0174,2025-02-04,96.65
CUST0174,2023-10-08,43.93
CUST0174,2024-09-20,158.08
CUST0174,2024-11-28,9.76
CUST0174,2023-12-21,88.72
CUST0174,2022-11-05,65.58
CUST0174,2024-08-08,102.81
CUST0175,2025-03-01,163.47
CUST0175,2023-08-13,31.45
CUST0175,2023-12-06,174.33
CUST0175,2022-06-15,68.97
CUST0175,2022-09-25,8.02
CUST0176,2024-06-22,58.02
CUST0176,2024-10-07,15.95
CUST0176,2024-05-07,39.78
CUST0176,2025-03-15,56.92
CUST0176,2024-08-01,9.28
CUST0177,2025-04-30,52.75
CUST0177,2024-10-15,183.13
CUST0177,2023-09-11,48.42
CUST0177,2023-12-05,84.83
CUST0177,2023-03-23,88.62
CUST0177,2025-04-15,20.39
CUST0177,2024-09-16,44.98
CUST0177,2024-08-18,40.72
CUST0177,2023-07-26,2.65
CUST0178,2024-04-19,73.0
CUST0178,2023-01-28,35.49
CUST0179,2024-10-11,65.97
CUST0179,2024-04-30,14.33
CUST0179,2023-08-02,8.4
CUST0179,2021-10-31,130.17
CUST0179,2023-04-20,68.61
CUST0179,2025-01-18,57.42
CUST0179,2024-02-09,130.75
CUST0180,2021-12-18,313.76
CUST0180,2021-07-11,7.15
CUST0180,2022-06-05,5.87
CUST0180,2024-08-01,33.15
CUST0180,2021-02-09,30.34
CUST0181,2022-12-04,149.93
CUST0181,2021-02-20,6.76
CUST0181,2021-08-04,66.86
CUST0181,2021-03-11,3.42
CUST0181,2022-10-30,6.47
CUST0182,2024-08-24,109.0
CUST0182,2024-02-02,330.76
CUST0182,2024-01-09,82.14
CUST0182,2024-03-28,276.18
CUST0182,2024-03-19,5.37
CUST0182,2024-07-18,54.26
CUST0183,2024-11-15,83.32
CUST0183,2024-10-06,62.35
CUST0183,2025-01-05,357.57
CUST0183,2024-07-17,93.78
CUST0183,2025-04-22,43.0
CUST0184,2022-01-17,28.9
CUST0184,2023-12-28,190.12
CUST0185,2023-08-07,123.04
CUST0185,2024-04-17,78.43
CUST0185,2024-09-24,8.53
CUST0185,2022-11-11,61.3
CUST0185,2024-07-14,66.3
CUST0186,2021-01-14,6.43
CUST0186,2023-10-25,71.85
CUST0186,2023-01-11,164.2
CUST0186,2020-11-20,61.48
CUST0186,2021-12-17,5.34
CUST0186,2023-02-09,154.31
CUST0186,2021-03-12,22.48
CUST0187,2025-04-19,22.93
CUST0187,2021-05-21,210.23
CUST0187,2024-04-24,211.68
CUST0187,2023-04-14,204.47
CUST0188,2024-05-24,6.74
CUST0188,2021-05-31,62.35
CUST0188,2020-12-08,239.93
CUST0188,2024-07-18,77.37
CUST0189,2024-11-02,74.09
CUST0189,2024-11-10,33.85
CUST0189,2025-03-05,157.43
CUST0189,2024-03-11,86.18
CUST0189,2024-01-31,100.67
CUST0189,2025-01-03,159.91
CUST0189,2024-08-03,50.41
CUST0190,2023-05-14,410.57
CUST0190,2025-02-11,15.17
CUST0190,2023-03-19,22.57
CUST0190,2021-11-14,20.36
CUST0190,2024-03-11,224.42
CUST0190,2023-06-19,106.22
CUST0190,2023-02-05,16.5
CUST0190,2022-03-11,58.04
CUST0191,2022-10-11,100.7
CUST0191,2023-08-30,18.15
CUST0191,2024-07-24,213.65
CUST0191,2023-07-27,55.77
CUST0191,2022-04-20,17.7
CUST0191,2023-02-19,1.27
CUST0191,2021-11-07,82.04
CUST0191,2025-03-03,74.95
CUST0192,2024-12-06,170.96
CUST0192,2023-03-16,77.83
CUST0192,2022-07-24,123.87
CUST0192,2022-09-27,37.74
CUST0192,2023-06-17,63.71
CUST0193,2025-04-28,124.48
CUST0193,2024-12-15,174.86
CUST0193,2024-07-14,10.61
CUST0193,2025-01-02,27.43
CUST0193,2024-11-10,15.31
CUST0193,2025-01-12,42.76
CUST0194,2025-02-18,112.76
CUST0194,2025-04-09,39.32
CUST0194,2023-09-25,115.94
CUST0194,2025-03-09,7.22
CUST0194,2024-01-16,19.22
CUST0194,2025-01-03,193.61
CUST0194,2023-11-11,25.77
CUST0194,2024-02-04,181.43
CUST0194,2025-02-27,32.75
CUST0195,2023-08-26,36.23
CUST0195,2021-01-04,105.89
CUST0195,2021-09-21,278.55
CUST0195,2023-10-30,204.95
CUST0195,2021-10-28,145.27
CUST0196,2023-04-16,59.25
CUST0196,2022-12-24,61.68
CUST0196,2023-11-14,199.93
CUST0196,2024-05-05,79.11
CUST0196,2024-08-15,47.87
CUST0196,2024-06-17,376.36
CUST0197,2024-06-05,134.67
CUST0197,2024-12-17,250.2
CUST0198,2021-12-10,329.17
CUST0198,2021-07-14,129.71
CUST0198,2024-05-13,36.35
CUST0198,2023-10-01,176.84
CUST0198,2022-11-01,33.06
CUST0198,2021-02-22,206.16
CUST0199,2024-01-31,27.69
CUST0199,2022-12-13,1.25
CUST0199,2023-09-17,63.26
CUST0200,2024-07-07,233.2
CUST0200,2023-02-23,191.23
CUST0200,2023-03-02,110.2
CUST0200,2023-02-21,89.95
CUST0200,2025-03-31,222.84
CUST0201,2024-08-20,158.27
CUST0201,2022-10-15,3.53
CUST0202,2023-03-21,9.86
CUST0202,2022-03-06,240.38
CUST0202,2025-01-12,110.62
CUST0202,2024-08-18,176.78
CUST0202,2022-03-24,211.18
CUST0202,2024-04-24,84.81
CUST0202,2024-07-08,72.87
CUST0203,2024-02-09,99.78
CUST0203,2023-07-06,89.57
CUST0203,2025-02-28,121.28
CUST0203,2024-09-18,27.11
CUST0203,2023-10-20,71.82
CUST0203,2023-09-07,11.01
CUST0203,2023-06-16,48.53
CUST0204,2024-09-29,29.36
CUST0204,2021-02-26,44.92
CUST0204,2021-09-19,63.96
CUST0204,2021-04-19,4.67
CUST0204,2024-08-01,15.09
CUST0204,2024-04-22,32.41
CUST0204,2021-10-25,355.9
CUST0205,2024-09-14,23.19
CUST0205,2021-02-11,72.69
CUST0205,2025-03-19,0.55
CUST0205,2023-03-15,0.77
CUST0206,2024-08-06,41.38
CUST0206,2025-01-02,162.25
CUST0207,2025-02-08,95.99
CUST0207,2024-05-26,12.09
CUST0207,2024-05-21,42.35
CUST0207,2024-12-13,70.81
CUST0207,2024-09-28,207.32
CUST0208,2024-12-29,54.79
CUST0208,2024-11-22,52.94
CUST0208,2025-04-13,238.17
CUST0208,2024-12-26,125.19
CUST0208,2025-03-25,93.63
CUST0209,2024-05-13,101.17
CUST0209,2024-08-13,5.25
CUST0209,2024-10-09,29.79
CUST0209,2024-11-09,6.14
CUST0210,2023-03-24,12.9
CUST0210,2022-05-28,54.29
CUST0210,2023-05-31,139.1
CUST0210,2024-04-23,7.37
CUST0210,2023-04-06,8.36
CUST0211,2022-12-31,101.09
CUST0211,2023-08-20,244.52
CUST0211,2023-02-08,94.82
CUST0211,2023-08-22,206.91
CUST0211,2025-01-16,128.73
CUST0211,2024-09-22,12.85
CUST0212,2023-09-02,1.18
CUST0212,2023-10-16,54.82
CUST0212,2024-02-14,34.96
CUST0213,2021-10-09,81.79
CUST0213,2025-03-22,42.03
CUST0213,2022-11-24,130.63
CUST0214,2023-07-14,160.14
CUST0214,2024-05-29,172.83
CUST0214,2024-11-08,194.89
CUST0214,2023-11-02,248.45
CUST0214,2025-03-23,56.38
CUST0214,2023-02-09,38.4
CUST0214,2023-01-29,87.27
CUST0214,2024-11-17,46.39
CUST0215,2024-12-13,220.82
CUST0215,2025-03-28,42.45
CUST0215,2023-05-20,16.78
CUST0215,2022-08-09,2.58
CUST0215,2023-08-05,103.8
CUST0215,2024-10-27,101.31
CUST0216,2025-02-28,113.05
CUST0216,2024-11-06,93.08
CUST0216,2024-02-09,45.35
CUST0217,2024-04-20,2.79
CUST0217,2025-04-18,70.41
CUST0217,2023-09-04,332.47
CUST0217,2023-07-14,48.48
CUST0217,2022-12-04,3.98
CUST0218,2024-07-11,2.36
CUST0218,2023-03-08,141.15
CUST0219,2024-08-18,219.29
CUST0219,2022-02-25,92.37
CUST0219,2022-11-23,175.28
CUST0219,2022-01-20,413.6
CUST0219,2024-03-17,34.02
CUST0220,2023-08-10,80.68
CUST0220,2023-10-12,78.02
CUST0220,2025-02-22,143.51
CUST0220,2022-12-24,179.37
CUST0220,2024-05-11,58.06
CUST0221,2024-07-06,41.92
CUST0221,2025-03-06,31.51
CUST0221,2024-11-10,339.37
CUST0222,2025-01-27,67.12
CUST0222,2023-08-27,51.38
CUST0222,2022-09-11,509.1
CUST0222,2023-01-25,212.29
CUST0222,2023-11-11,97.66
CUST0223,2022-01-16,64.54
CUST0223,2023-12-22,78.31
CUST0223,2022-02-28,25.84
CUST0223,2023-09-16,332.5
CUST0224,2021-12-29,158.09
CUST0224,2024-06-07,32.26
CUST0224,2025-03-03,209.63
CUST0224,2021-11-17,288.32
CUST0224,2022-12-30,16.11
CUST0224,2024-08-21,62.12
CUST0225,2025-03-30,143.46
CUST0225,2025-04-19,48.86
CUST0225,2024-11-18,71.6
CUST0225,2024-10-24,67.79
CUST0225,2025-02-27,86.1
CUST0225,2025-03-04,200.68
CUST0226,2024-06-10,192.39
CUST0226,2023-07-03,57.83
CUST0226,2024-02-10,187.71
CUST0226,2024-02-05,223.58
CUST0226,2025-04-07,6.45
CUST0226,2024-03-22,214.96
CUST0226,2024-12-07,59.48
CUST0227,2025-04-18,64.79
CUST0227,2023-08-12,116.39
CUST0227,2023-10-01,128.27
CUST0228,2024-10-22,23.66
CUST0228,2024-10-12,315.7
CUST0228,2024-10-31,0.89
CUST0228,2025-02-08,612.88
CUST0228,2025-01-22,112.95
CUST0229,2024-07-01,133.89
CUST0229,2024-08-27,179.66
CUST0230,2023-12-29,66.87
CUST0230,2020-03-25,8.08
CUST0230,2024-06-30,52.35
CUST0230,2022-08-09,52.27
CUST0230,2023-09-17,6.83
CUST0230,2022-07-09,42.9
CUST0230,2022-06-07,11.77
CUST0230,2022-10-24,165.15
CUST0231,2025-01-02,69.44
CUST0231,2023-12-08,158.24
CUST0231,2023-08-11,122.79
CUST0231,2025-01-14,5.15
CUST0231,2024-05-09,7.57
CUST0232,2024-11-19,264.83
CUST0232,2025-01-02,51.94
CUST0232,2024-06-02,236.56
CUST0232,2025-01-15,38.79
CUST0233,2024-12-13,219.52
CUST0233,2024-10-10,69.93
CUST0233,2025-01-17,59.67
CUST0233,2024-11-07,88.16
CUST0233,2025-04-21,98.03
CUST0233,2024-10-10,7.45
CUST0233,2025-03-03,114.76
CUST0234,2022-05-10,149.32
CUST0234,2020-11-16,31.66
CUST0234,2021-07-03,68.66
CUST0234,2022-05-25,33.45
CUST0234,2021-02-09,14.37
CUST0234,2022-07-31,99.31
CUST0235,2022-12-09,71.57
CUST0235,2023-11-23,4.8
CUST0235,2024-05-24,32.32
CUST0236,2024-04-01,28.35
CUST0236,2024-02-11,135.06
CUST0236,2025-02-15,38.02
CUST0237,2025-04-29,155.56
CUST0237,2024-05-30,222.44
CUST0237,2024-04-26,56.88
CUST0237,2025-03-13,240.73
CUST0238,2025-01-24,100.16
CUST0238,2025-03-14,121.69
CUST0238,2025-03-17,0.44
CUST0238,2025-04-25,18.27
CUST0238,2024-10-29,124.84
CUST0239,2024-06-14,4.94
CUST0239,2023-07-17,44.64
CUST0239,2024-09-08,314.19
CUST0239,2024-01-19,69.39
CUST0239,2024-03-17,56.69
CUST0239,2023-12-26,61.19
CUST0239,2023-07-24,23.43
CUST0239,2023-08-04,46.0
CUST0240,2021-10-26,172.7
CUST0240,2023-03-08,189.94
CUST0240,2024-09-26,23.82
CUST0241,2021-07-02,105.45
CUST0241,2021-09-03,134.17
CUST0241,2023-11-03,37.93
CUST0241,2024-12-21,103.52
CUST0241,2022-12-02,50.27
CUST0241,2022-02-12,124.9
CUST0241,2021-03-15,22.22
CUST0242,2025-04-07,11.82
CUST0242,2025-03-15,72.54
CUST0242,2023-07-13,31.14
CUST0243,2022-06-12,41.15
CUST0243,2023-02-12,1.95
CUST0244,2022-01-27,90.42
CUST0244,2021-08-13,1.0
CUST0244,2022-03-29,62.38
CUST0244,2021-09-27,331.04
CUST0245,2023-12-12,1.71
CUST0245,2024-07-08,147.04
CUST0245,2025-04-14,164.59
CUST0245,2025-03-16,12.81
CUST0245,2022-04-08,30.87
CUST0245,2024-01-29,1.77
CUST0245,2024-10-22,34.72
CUST0246,2024-03-26,35.64
CUST0246,2024-04-10,103.98
CUST0246,2021-04-05,365.72
CUST0246,2024-09-09,187.77
CUST0247,2024-10-05,50.75
CUST0247,2023-03-16,36.08
CUST0247,2023-09-08,6.8
CUST0247,2024-11-25,25.91
CUST0248,2020-07-09,316.51
CUST0248,2023-08-18,285.99
CUST0248,2024-01-23,153.8
CUST0248,2022-12-20,474.76
CUST0249,2022-11-28,21.79
CUST0249,2024-12-21,15.18
CUST0249,2024-02-19,97.4
CUST0249,2021-10-24,152.02
CUST0250,2023-10-05,42.34
CUST0250,2024-12-12,249.48
CUST0250,2024-01-07,34.32
CUST0250,2024-04-28,63.49
CUST0250,2022-09-03,220.86
CUST0250,2022-10-23,123.0
CUST0251,2022-06-14,99.67
CUST0251,2022-07-08,59.36
CUST0252,2023-05-24,7.93
CUST0252,2022-04-30,32.12
CUST0252,2024-12-24,164.49
CUST0252,2022-12-10,61.56
CUST0252,2021-08-05,79.09
CUST0253,2025-03-02,58.98
CUST0253,2024-12-21,23.47
CUST0254,2023-11-13,21.93
CUST0254,2023-06-21,302.47
CUST0254,2024-07-17,526.28
CUST0254,2021-08-28,124.38
CUST0254,2021-03-19,397.09
CUST0254,2021-12-11,84.29
CUST0255,2024-12-03,97.38
CUST0255,2025-02-04,397.27
CUST0255,2023-12-02,21.09
CUST0256,2022-04-21,102.34
CUST0256,2023-06-10,109.84
CUST0256,2025-03-13,17.76
CUST0256,2022-11-11,83.26
CUST0256,2024-09-07,147.68
CUST0256,2022-10-25,69.09
CUST0256,2024-09-25,1.22
CUST0256,2023-11-12,0.91
CUST0256,2022-06-02,44.17
CUST0256,2021-12-19,260.63
CUST0257,2024-08-27,10.03
CUST0257,2024-10-05,55.98
CUST0257,2021-12-01,2.96
CUST0257,2024-12-30,65.56
CUST0257,2023-10-26,108.6
CUST0258,2024-07-05,143.13
CUST0258,2025-04-24,46.48
CUST0258,2024-01-31,49.83
CUST0258,2024-02-24,140.35
CUST0258,2024-01-25,250.62
CUST0259,2024-10-21,27.5
CUST0259,2024-11-01,21.27
CUST0259,2024-11-28,250.4
CUST0259,2024-08-11,10.74
CUST0259,2024-09-04,70.51
CUST0259,2025-04-29,24.96
CUST0259,2025-01-24,3.97
CUST0260,2024-10-01,201.57
CUST0261,2024-01-03,43.55
CUST0261,2025-04-30,224.52
CUST0261,2024-02-25,292.73
CUST0261,2024-01-26,223.08
CUST0261,2023-07-04,54.38
CUST0261,2023-10-07,151.58
CUST0261,2024-10-05,64.69
CUST0262,2023-02-08,193.12
CUST0262,2023-05-20,23.2
CUST0262,2023-02-17,7.38
CUST0262,2021-08-29,7.15
CUST0263,2022-06-14,208.65
CUST0263,2024-11-10,77.46
CUST0263,2021-01-08,33.19
CUST0263,2021-09-07,55.38
CUST0263,2021-11-02,3.83
CUST0263,2021-12-19,13.68
CUST0263,2024-01-04,145.05
CUST0263,2023-01-01,0.0
CUST0263,2022-06-19,53.88
CUST0264,2022-02-09,36.27
CUST0264,2020-08-13,36.23
CUST0264,2023-07-06,26.19
CUST0266,2024-08-05,124.7
CUST0266,2023-03-27,169.71
CUST0266,2025-02-18,20.04
CUST0266,2021-12-11,46.35
CUST0266,2022-11-10,232.22
CUST0266,2023-03-29,164.35
CUST0266,2024-02-23,419.03
CUST0266,2022-03-10,140.34
CUST0267,2023-08-02,123.55
CUST0267,2024-03-06,18.31
CUST0267,2023-03-11,151.7
CUST0267,2024-09-19,87.65
CUST0268,2025-01-26,35.18
CUST0268,2024-07-06,125.32
CUST0268,2024-12-10,142.3
CUST0269,2023-10-17,125.29
CUST0269,2021-06-04,61.94
CUST0269,2021-10-06,253.82
CUST0269,2021-07-17,118.61
CUST0269,2022-01-27,130.56
CUST0269,2020-03-26,197.83
CUST0270,2024-09-01,384.09
CUST0270,2024-04-22,194.17
CUST0270,2023-05-06,120.79
CUST0270,2023-02-14,129.85
CUST0271,2023-12-16,2.55
CUST0271,2023-03-21,182.63
CUST0271,2024-10-09,1.15
CUST0271,2021-07-02,121.64
CUST0271,2023-09-22,351.52
CUST0271,2022-04-22,57.57
CUST0271,2021-02-15,26.78
CUST0272,2024-08-04,198.52
CUST0272,2023-01-29,19.75
CUST0272,2025-03-05,160.95
CUST0272,2023-02-09,80.45
CUST0272,2024-11-15,50.51
CUST0272,2024-01-18,14.12
CUST0273,2025-02-08,28.83
CUST0273,2024-05-06,98.05
CUST0273,2024-05-15,84.8
CUST0273,2024-03-27,178.87
CUST0273,2024-04-06,236.54
CUST0273,2024-04-04,1.22
CUST0274,2025-03-26,36.64
CUST0274,2025-02-14,43.53
CUST0274,2025-01-27,97.1
CUST0275,2022-08-15,33.65
CUST0275,2022-05-16,56.7
CUST0275,2023-02-18,115.66
CUST0275,2024-04-28,40.42
CUST0276,2025-03-28,22.19
CUST0276,2023-01-06,54.19
CUST0276,2025-04-21,139.01
CUST0276,2023-02-19,10.69
CUST0276,2022-11-29,32.55
CUST0277,2022-01-15,19.77
CUST0277,2020-05-29,352.94
CUST0277,2020-08-07,12.03
CUST0277,2022-05-15,51.68
CUST0278,2021-07-10,65.98
CUST0278,2023-08-15,31.27
CUST0278,2020-07-20,33.89
CUST0278,2021-03-04,106.93
CUST0278,2023-06-25,345.9
CUST0278,2024-03-21,92.54
CUST0279,2021-12-10,302.46
CUST0280,2024-09-15,31.12
CUST0280,2024-02-15,1.52
CUST0280,2024-07-13,335.28
CUST0280,2022-12-29,28.89
CUST0281,2023-10-06,16.82
CUST0281,2025-03-26,289.56
CUST0281,2021-10-02,133.38
CUST0281,2021-10-02,214.55
CUST0281,2021-05-09,22.64
CUST0281,2023-10-13,88.57
CUST0281,2024-06-12,120.78
CUST0281,2022-07-02,113.98
CUST0282,2025-02-11,87.45
CUST0283,2023-02-08,377.26
CUST0283,2022-11-11,10.75
CUST0283,2023-08-19,0.84
CUST0283,2023-06-10,56.84
CUST0283,2024-01-13,9.72
CUST0283,2024-08-06,137.99
CUST0284,2024-05-21,89.03
CUST0284,2022-10-10,95.01
CUST0284,2024-07-04,101.53
CUST0284,2025-04-21,27.71
CUST0284,2022-05-28,125.19
CUST0285,2024-04-15,28.55
CUST0285,2023-10-18,24.13
CUST0285,2023-09-18,31.58
CUST0285,2024-07-15,28.44
CUST0286,2023-01-06,302.6
CUST0286,2022-02-01,182.32
CUST0286,2023-12-11,163.52
CUST0286,2023-10-25,173.15
CUST0286,2021-11-22,269.88
CUST0287,2024-06-21,46.38
CUST0287,2023-09-02,253.54
CUST0287,2024-09-08,87.81
CUST0287,2025-04-30,77.29
CUST0287,2025-03-10,31.31
CUST0287,2024-05-12,45.96
CUST0288,2024-06-05,104.79
CUST0288,2024-03-13,275.33
CUST0288,2024-06-13,6.61
CUST0288,2025-04-28,174.15
CUST0288,2024-08-29,34.59
CUST0288,2025-02-19,58.68
CUST0288,2024-09-30,2.22
CUST0288,2024-09-18,35.82
CUST0289,2024-10-21,144.58
CUST0289,2024-04-18,52.71
CUST0289,2024-04-21,106.47
CUST0289,2023-05-20,30.14
CUST0290,2022-06-12,20.54
CUST0290,2022-10-11,109.13
CUST0291,2025-01-13,28.76
CUST0291,2024-12-15,72.36
CUST0291,2024-03-01,76.69
CUST0291,2022-04-10,44.14
CUST0291,2024-08-22,43.66
CUST0292,2023-02-21,49.88
CUST0292,2023-08-11,80.6
CUST0292,2025-02-02,69.94
CUST0292,2023-07-23,21.55
CUST0292,2022-12-01,195.77
CUST0292,2022-07-01,112.99
CUST0292,2024-03-25,181.96
CUST0292,2022-09-21,195.73
CUST0292,2024-10-14,137.97
CUST0292,2023-12-22,57.84
CUST0293,2020-12-22,12.51
CUST0293,2024-02-10,18.07
CUST0293,2021-07-16,0.2
CUST0293,2022-04-12,126.85
CUST0293,2025-02-05,131.83
CUST0294,2024-05-15,18.12
CUST0294,2022-08-09,221.51
CUST0294,2023-07-17,27.65
CUST0295,2025-01-23,93.59
CUST0295,2025-03-10,28.15
CUST0295,2024-11-27,5.95
CUST0296,2023-02-03,53.75
CUST0296,2022-09-11,56.03
CUST0296,2025-03-20,77.85
CUST0296,2023-03-24,119.21
CUST0296,2022-09-18,121.12
CUST0297,2024-05-15,93.05
CUST0297,2023-12-08,12.47
CUST0297,2024-01-04,41.13
CUST0297,2023-04-20,15.41
CUST0297,2024-07-05,117.79
CUST0297,2024-06-15,23.1
CUST0298,2024-05-05,157.39
CUST0298,2025-03-30,7.15
CUST0298,2023-05-27,64.29
CUST0298,2023-09-13,82.25
CUST0298,2022-09-01,99.0
CUST0299,2024-09-07,128.53
CUST0299,2025-01-20,76.71
CUST0300,2022-06-26,193.08
CUST0300,2021-05-06,214.18
CUST0300,2021-09-19,62.79
CUST0300,2024-05-26,7.87
CUST0300,2021-04-20,49.07
CUST0300,2021-07-17,162.73
CUST0300,2021-08-08,232.05
CUST0301,2022-11-30,78.04
CUST0301,2021-08-12,344.41
CUST0301,2023-07-21,6.89
CUST0302,2023-04-09,587.19
CUST0302,2022-11-25,81.88
CUST0302,2024-11-12,38.74
CUST0302,2023-04-02,24.86
CUST0303,2024-06-11,62.41
CUST0303,2025-04-29,128.28
CUST0303,2025-02-25,106.92
CUST0304,2024-11-04,24.55
CUST0305,2021-10-11,163.22
CUST0305,2022-06-27,148.2
CUST0306,2024-09-07,15.12
CUST0306,2022-11-17,111.22
CUST0306,2024-03-22,96.88
CUST0306,2021-11-03,135.58
CUST0306,2025-03-23,18.62
CUST0306,2022-11-29,21.69
CUST0306,2023-01-24,221.1
CUST0307,2021-03-26,126.02
CUST0307,2025-02-23,31.6
CUST0307,2024-05-03,22.6
CUST0307,2021-02-16,37.66
CUST0307,2023-05-31,27.64
CUST0307,2023-09-09,24.2
CUST0307,2022-01-11,55.31
CUST0307,2023-12-05,238.42
CUST0307,2023-10-22,70.74
CUST0308,2024-02-01,172.5
CUST0308,2023-12-19,107.74
CUST0308,2022-10-05,159.08
CUST0309,2024-12-19,21.19
CUST0309,2025-03-19,118.63
CUST0309,2024-02-21,24.68
CUST0309,2024-09-09,90.46
CUST0309,2024-03-01,30.74
CUST0309,2024-11-05,108.46
CUST0310,2020-06-08,45.94
CUST0310,2022-12-07,56.62
CUST0310,2024-01-25,3.16
CUST0310,2022-02-03,30.05
CUST0310,2023-03-02,3.43
CUST0311,2022-03-13,109.92
CUST0311,2025-03-31,39.01
CUST0311,2024-10-11,228.2
CUST0312,2021-02-11,9.97
CUST0312,2024-02-24,680.58
CUST0312,2024-09-16,39.55
CUST0312,2022-02-22,137.91
CUST0312,2020-10-13,164.33
CUST0312,2021-08-17,195.21
CUST0312,2020-11-01,604.41
CUST0312,2024-03-06,27.64
CUST0313,2024-11-12,2.27
CUST0313,2025-01-28,44.7
CUST0314,2024-04-13,144.54
CUST0314,2024-03-16,97.75
CUST0314,2022-12-11,143.68
CUST0314,2024-02-28,3.97
CUST0314,2022-07-20,181.47
CUST0315,2024-12-25,25.99
CUST0315,2024-09-10,90.85
CUST0315,2025-04-08,263.36
CUST0315,2024-06-23,264.7
CUST0315,2024-07-28,41.84
CUST0315,2024-06-12,75.01
CUST0315,2024-06-27,23.78
CUST0315,2025-01-08,543.32
CUST0315,2024-08-13,396.95
CUST0315,2025-04-05,104.84
CUST0316,2024-09-16,113.18
CUST0316,2023-05-12,46.7
CUST0316,2023-08-31,284.2
CUST0316,2023-11-27,18.32
CUST0316,2025-03-31,69.39
CUST0317,2024-10-06,19.77
CUST0317,2024-10-26,122.13
CUST0317,2023-08-15,60.73
CUST0317,2024-02-10,110.19
CUST0317,2024-05-19,181.63
CUST0317,2024-04-05,18.6
CUST0318,2021-11-15,182.11
CUST0318,2023-11-14,162.36
CUST0318,2025-04-29,324.21
CUST0319,2021-01-24,254.22
CUST0319,2024-09-20,87.51
CUST0319,2024-03-01,89.85
CUST0319,2023-01-14,43.84
CUST0319,2022-04-02,5.34
CUST0320,2023-12-14,93.36
CUST0320,2022-08-16,212.84
CUST0321,2024-11-22,162.27
CUST0321,2021-09-30,589.18
CUST0321,2024-08-21,3.05
CUST0321,2022-07-22,227.66
CUST0321,2024-02-22,97.45
CUST0321,2024-09-11,362.62
CUST0321,2022-03-04,62.55
CUST0322,2023-12-22,370.27
CUST0322,2023-07-05,169.81
CUST0322,2024-10-28,191.42
CUST0323,2024-03-17,23.67
CUST0323,2023-07-22,26.05
CUST0323,2024-04-25,63.32
CUST0324,2025-04-29,15.93
CUST0324,2024-08-08,361.48
CUST0325,2023-03-01,13.89
CUST0325,2023-04-30,29.63
CUST0325,2025-04-06,43.9
CUST0325,2025-04-04,112.08
CUST0325,2022-12-11,6.46
CUST0325,2023-10-18,23.64
CUST0325,2023-09-25,165.56
CUST0326,2024-02-29,66.27
CUST0326,2024-03-07,36.01
CUST0326,2025-04-08,82.88
CUST0326,2024-12-05,162.86
CUST0327,2022-08-13,97.82
CUST0327,2022-02-05,31.97
CUST0327,2022-08-21,66.91
CUST0328,2020-10-25,54.23
CUST0328,2024-12-31,61.33
CUST0328,2022-11-08,129.1
CUST0328,2020-10-29,85.4
CUST0329,2024-09-23,67.22
CUST0329,2024-11-19,135.34
CUST0329,2021-02-02,67.84
CUST0329,2024-02-09,66.01
CUST0329,2024-07-15,182.16
CUST0329,2023-08-04,44.85
CUST0329,2020-11-11,196.46
CUST0329,2023-05-20,52.22
CUST0329,2022-03-20,39.78
CUST0330,2021-04-02,83.87
CUST0330,2021-10-30,86.59
CUST0330,2022-12-17,67.26
CUST0330,2023-11-26,103.49
CUST0330,2021-01-29,26.11
CUST0331,2020-10-26,32.66
CUST0331,2022-10-27,24.68
CUST0331,2023-01-17,20.19
CUST0331,2024-10-10,174.7
CUST0331,2022-03-30,33.65
CUST0332,2023-11-04,81.37
CUST0332,2023-01-29,186.51
CUST0332,2023-06-21,158.93
CUST0332,2024-09-21,19.25
CUST0332,2024-08-26,111.71
